tweet_id	text	misogyny	category
4942	RT مستخدم@: مستخدم@ كلن يعني كلن والشمطاء ديما الشرشوحة اتفه منن كلن	misogyny	discredit
4943	مستخدم@ مستخدم@ من وين معلوماتك تانت يمنى ؟	none	none
4944	مستخدم@ الخسة والدناءة بظهورها على وجهك مهما نطقت لسانك وسخ لا ينظفه ديتول ولا كلوركس مصيرك ب👞تندعسي قريباً	misogyny	discredit
4945	مستخدم@ وانتي بخير ينعاد عليك بالصحة والسعادة الله يحفظك	none	none
4946	مستخدم@ سخيقة للعضم	misogyny	discredit
4947	يا ساتر يا عقليات البنات !! والله أغلبهن صاروا حثالة	misogyny	discredit
4948	مستخدم@ بس ياجزمة بعتي الوطن والمواطن انتي اكبر سبب لما يحصل لنا وانتي الحمارة التي أشعلت حرب الحوث والوث والحين تدافعي عنهم قبحتي وقبح وجهك ومن معك	misogyny	discredit
4949	مستخدم@ هتخسري كتير اوي بسبب التويته دي	none	none
4950	وهنا يأتي الفاصل الأهم للاختبار فزوجتك بعد أن تحكي لك تفاصيل حفلها السخيف الذي لا يهمك قد تستدرجك بعدها بسؤال لاختبار مدى صلابتك في مواجهة مصاعب الحياة	misogyny	dominance
4951	مستخدم@ مستخدم@ خايفه على حالها ما يقطلوها متل ما قطلوا وسام الحسن	none	none
4952	مستخدم@ بنت أصل الله يحميكي	none	none
4953	ما تقدرين تعيشين بدون رجال لانه حتى في الوقت اللي الرجال مالهم دخل دخلتيهم و ذكرتيهم ، نحن أسياد الارض و من عليها	misogyny	dominance
4954	مستخدم@ قال لا نؤيد حاجي تحريف يا 	misogyny	discredit
4955	"مستخدم@ ديما عبارة عن شخص : ""طويل هبيل مع دماغ مستطيل""��‍♀️"	misogyny	discredit
4956	مستخدم@ وكيف مشروعك يا ا ل ف ص ع ه في بيوت الدعاره عند العصملي اصلاً وجهك يضعف ج ن س ي اً	misogyny	discredit
4957	مستخدم@ مستخدم@ في غباء أكتر من هيك. عرفنا ما بتعرفي تحكي بس كمان ما بتشوفي. مكتوب مخابرات الجيش.	misogyny	discredit
4958	مستخدم@ ديما صادق الله يقويكي. احلى وأغلى مذيعة �	none	none
4959	مستخدم@ سدي بوزك صرمايتو بتسواكي	misogyny	discredit
4960	مستخدم@ مستخدم@ مستخدم@ وين مقالك بصحيفة يديعوت أحرنوت و هأرتس ��	none	none
4961	مستخدم@ صهيونة وعاهرة	misogyny	discredit
4962	مستخدم@ نطقتي بالحق فهاجموكي	none	none
4963	مستخدم@ وفقك الله لقول الحق والدفاع باالحق	none	none
4964	مستخدم@ وانتي مالك يانعجه يامنبوذه هوا انتي اصلا ليكى سعر دانتي مطروده من بلدنا ياعميله محروقه من مصر اوى طب تحيا مصر الف مره	misogyny	discredit
4965	مستخدم@ مستخدم@ و قال شو اسمعو عم يهتفو ضد السيد ��‍♀️��‍♀️��‍♀️ الهبلة مش فهماني انو هني ذاتهم الي ضد السيد بع… https://t.co/VQQROMEMMj	misogyny	discredit
4966	مستخدم@ وانتوا بكرامة الي لابس شبشب يخبطها https://t.co/ytzlZzFgBF	misogyny	threat of violence
4967	مستخدم@ واللي شفتين ب ١٣ تشرين يا عا..شو هيدول من وين بس رح نفرجيكي قديش حجمنا مع حبة مسك وحياتك��	misogyny	threat of violence
4968	مستخدم@ يا هبلة لأنو هو اليوم عم يحكي كرئيس للبلد مش بس الحزب ..	misogyny	discredit
4969	مستخدم@ بس ي شواذ ي َولاد الكلب	misogyny	discredit
4970	مستخدم@ السيّد قال: لن يسقط العهد. #خيبر_عراسك_ينزل	misogyny	damning
4971	مستخدم@ بس يا صرصار البلاعات يا بجحه	misogyny	discredit
4972	مستخدم@ مستخدم@ مستخدم@ تعيشوا وتفوقوا ✋... بعدين انا ما عم احكي عنك شخصيا انتي ولا شي عم نحكي عن الحز… https://t.co/4R7uA5R5Fs	none	none
4973	مستخدم@ ب ٢٥ ايار ما شفناك محمسه هلقد يا تافهه ، صار عندي كل القناعه انو البزقه خساره فيك	misogyny	discredit
4974	مستخدم@ روحي نامي ..وين بعدك عايشة بالخسة شي بلا ما تشوفي المظاهرات والسّيد قلن طلعوا كيف لو يقلّن نزلوا ..��	misogyny	discredit
4975	مستخدم@ عم تحكينهن متل ما هني ، بلا نفاق. إنضبي.	misogyny	discredit
4976	مستخدم@ فزعوا من الشعب على أساس هم أبطال و بدهم يحرروا القدس .... �����	none	none
4977	مستخدم@ اقوى اعلامية بلبنان❤️ بتفوتي عالقلب بإنسانيتك و طيبة قلبك� https://t.co/1S3N3PdZmV	none	none
4978	مستخدم@ انت اكيد انك صحافية وبتابعي اخبار وبتسمعي منيح ���	none	none
4979	مستخدم@ إعلامية صادقة انتِ يا ديمامستخدم@	none	none
4980	مستخدم@ وبرافووو نانسي السبع	none	none
4981	مستخدم@ مستخدم@ ليش مهتم بهيك انسانه . شو بتشكل بالنسبه للمجتمع .	none	none
4982	مستخدم@ مستخدم@ مستخدم@ نحن مابدنا بسوريا بليز خلي زبالتكن عدكن كبوها على البحر طيب ،ضروري تبعثوها ل… https://t.co/CFNh91c5ap	none	none
4983	مستخدم@ كنتي قريبا توقعي شي يناسبك اكتر https://t.co/iQjdNGJjvT	misogyny	discredit
4984	بتتذكرو بس ديما صادق كشتو للبوق السوري وئام وهاب؟ من يوما صرت حب مستخدم@ #كلنا_ديما_صادق	none	none
4985	مستخدم@ مستخدم@ من يوم ما بكى عناصر من الجيش وهم بيعرفوا من قبل شو رح يسير بالمتظاهرين بوقتا ولقدام وهم بتلقوا أوامر وبنفذوها	none	none
4986	مستخدم@ مستخدم@ مستخدم@ مستخدم@ مستخدم@ مستخدم@ يسعدلي صباحك يا ست الستات	none	none
4987	مستخدم@ روحي بيعي بصل احسن لج.. منافقة! كذابة! ارجعي بلدج اذا فيج خير	misogyny	discredit
4988	مستخدم@ من قلب طرابلس السلام منحبك و منحترمك❤️	none	none
4989	مستخدم@ مستخدم@ مستخدم@ هيدا بدل على حديقة حيوانات	none	none
4990	مستخدم@ وانتي وحدة منن يا وسخة	misogyny	discredit
4991	"مستخدم@ مستخدم@ ومش رح نتخانق ابدا"" بإذن الله . انت عزيزة على قلبي والله يشهد على ذلك . وبلا تكشير عملي معروف �"	none	none
4992	مستخدم@ كل مناسبه بحطولها الشعار المناسب يا هبيله العما بعيونك شو مسخره وبتحبي البهدله	misogyny	discredit
4993	مستخدم@ مستخدم@ يا ست ديما رأفة بامك ابتعدي عن التهجم على الأمهات الطاهرات يا بلا أخلاق وبلا شرف #ديما الواطية	misogyny	discredit
4994	مستخدم@ السيد حسن ما حمل سلاح على حواجز يا غبية حمل سلاح على أصحابك الاسرائيلة ..ما تهكلي للهم سلاح حزب الله رح… https://t.co/5KnMsMc2zx	misogyny	discredit
4995	مستخدم@ و بعتو زعرانن على المظاهرة	none	none
4996	مستخدم@ مستخدم@ بالكديش و بالكديشة اللي عم عاملة حالها بتفهم.	misogyny	discredit
4997	ضبّوا بنت الكلب الصهيونية مستخدم@	misogyny	discredit
4998	مستخدم@ حكى عن العهد،ليش حمارة هل القد ولوووو	misogyny	discredit
4999	مستخدم@ نورتي طرابلس يا عروسة شمال بنحبك كتير	none	none
5000	مستخدم@ لعنك الله يا من بعتي عروبتك ودعمتي اشباه دول مثل قطر انها تزعزع الاستقرار بين المسلمين تفو عليك	misogyny	damning
5001	مستخدم@ وانا وأرفع دعوة عليك وعلى قناة الفتنة بالتحريض على قطع الطرق أمام المواطنين اللبنانيين .	none	none
5002	مستخدم@ الله يعطيكي العافية ست يمنى ويحميكي شايف اكثر العالم بصفحتك يا ذباب إلكتروني يا منافقين وكذابين طبعا مع احترامي الكبير للمحترمين	none	none
5003	مستخدم@ العمى شو هبله جنيتي عالاخر���	misogyny	discredit
5004	هما ليه النسوان بيشجعوا الاهلي عشان مش بيفهموا في الكورة و بيقولوا انا ماليش في الكورة بس بشجع الاهلي 😂 كلهم بيب بيب	misogyny	dominance
5005	مستخدم@ مستخدم@ مينك إنت يا نص لسان وعقل تا تحكي بإسم الشعب؟ شقفة وحدة مسخرجيه ما في حداً مش مستلما على س… https://t.co/8BHPxKYWVo	misogyny	stereotyping & objectification
5006	مستخدم@ مستخدم@ مستخدم@ قلتلك عوي��	misogyny	discredit
5007	مستخدم@ ويحميكي انتي ورفقاتك. . .	none	none
5008	مستخدم@ عندما تتحدث الهبلة فلا حرج عليها تكذب روحي جتك القرف انسانة كذابة منافقة	misogyny	discredit
5009	مستخدم@ غبية وسطحية وسخيفة	misogyny	discredit
5010	مستخدم@ اسم الله عليكي زي الوردة بين الناس واقفة بعزة و كبرياء.. الله يخليكي لشبابك...	none	none
5011	مستخدم@ يييييييي ريتك اتّخي غبية والحشى غبية يلعن مساكي مرة ثانية وجه الغراب واك واك	misogyny	discredit
5012	مستخدم@ ونحنا قلنا وصار ترند بلبنان	misogyny	discredit
5013	مستخدم@ مستخدم@ مستخدم@ من الواضح تخلي البعض عن طرابلس لانها لم تغيير شعارها من اسقاط النظام من رأسه… https://t.co/HstDjxIgqw	none	none
5014	سلسلة نانسي السبع فرطيت https://t.co/xnOsIjUCUH	none	none
5015	مستخدم@ ونبحت الحمارة بقبح الكلام ، شكلها طالعة من مرقص وغردت .	misogyny	discredit
5016	مستخدم@ انظري الى من يحبك وهم اكثر مما تظنين ولا تعيري اي انتباه لمن يشتم، من غير الجبان يهدد ويشتم، تحية من اعم… https://t.co/5XNv8v0SJ8	none	none
5017	مستخدم@ اعلامية جهاد النكاح	misogyny	stereotyping & objectification
5018	مستخدم@ فعلاً المرأة اذا خرجت من إطار المطبخ فقدت انوثتها وأمومتها .. مكانها بين الفاصوليا والملوخية	misogyny	stereotyping & objectification
5019	"يمنى فواز "" كرسي "" مستخدم@ #تعوا_نشكل_حكومة"	none	none
5020	مستخدم@ انتى بنت كلب وسخه تبع شبكه وسخه اتفوووو	misogyny	discredit
5021	انا طول عمري بكره الستات يمسكو مناصب	misogyny	discredit
5022	اذا جيت بتتزوج لازم البنت تكون تعليمها ثانوي بحد اقصى ما عندها جوال ولا حساب في تويتر ما تتابع نتفليكس تعرف تطبخ ما تطلع من البيت مع صديقاتها #تسهيل_الزواج_من_اجنبيه4	misogyny	dominance
5023	مستخدم@ أنت واطية وحقيرة . وبلا تهذيب	misogyny	discredit
5024	مستخدم@ يلي براسك ما رح توصليلو. حلم ابليس بالجنة	none	none
5025	مستخدم@ كان ودي اعلق بس ما قصروا في التعليقات بيض الله وجههم وسود الله وجهك يا بقره	misogyny	damning
5026	مستخدم@ مستخدم@ هيدي وحدي تافهة بس المشكلة الشعب مصدقة	misogyny	discredit
5027	مستخدم@ اكتبي انقليزي يابقرة ما يعرفون عربي	misogyny	discredit
5028	مستخدم@ مستخدم@ مافي غيرك همجية وسخيفة	misogyny	discredit
5029	مستخدم@ بس انا بدي اسأل من ٨ ايام هيدا الشعار ليه هلأ بعد ما حكي الرئيس شو كانو ناطرين	none	none
5030	مستخدم@ انت ساقطة .....already( طبعا اقصد سياسيا)....��	misogyny	discredit
5031	مستخدم@ مش بسّ حلوة، ذكية كمان! �	none	none
5032	مستخدم@ مستخدم@ مين قلك انو حضرتك الشعب حكي عن حالك ��	none	none
5033	أوسخ تلفزيون هو الجديد ، نانسي السبع ما بدها تخلي العالم تحكي كرمال ما يقولو حزب لو الحركة كانت خربت الدني ليحكو #تفه عالدكانة #لبنان_ينتفض	none	none
5034	RT مستخدم@: مستخدم@ مستخدم@ مستخدم@ ما ناقص غير تقولوا ديما صادق هي قائدة الثورة ! الناس فاتت ببعضا اليوم و نحن الي أكلنا الخ…	misogyny	damning
5035	مستخدم@ انت للسخافه عنوان	misogyny	discredit
5036	مستخدم@ عيل اتقول إن تفوح منك رائح شبيهه برائحة الماعز	misogyny	stereotyping & objectification
5037	مستخدم@ تقول كلنتون فيك ريحتك ريحة ماعز يافاغره	misogyny	stereotyping & objectification
5038	مستخدم@ ديما...فيكي بليز تعملي block لكل يلي عم يسبوكي...صراحة ما النا خلق نقرأ تعليقاتهم السخيفة	none	none
5039	مستخدم@ تافه. كاذبة. ممولة. مريضة نفسية	misogyny	discredit
5040	مستخدم@ حضرتك خليتي كل واحد يحط الشخص الي علي مزاجه 😂😂😂	none	none
5041	RT مستخدم@: #لبنان_ينتفض اذا كان في ايقونة الثورة فهي نانسي السبع، شو هالمحاورة الذكية والقوية ترفع لك القبعة... تحياتي��#نانسي_الس…	none	none
5042	مستخدم@ ليكي العالم وين و انتو بشو بالك. وحدة سخيفة	misogyny	discredit
5043	الله يلعن الي دخل الستات في الكوره	misogyny	damning
5044	مستخدم@ لعنة الله عليك و على امثالك	misogyny	damning
5045	مستخدم@ مستخدم@ هلق بيطلّعوا بيان أنهم غير تابعين لهم وأعمال فردية، وآخر شي بيقولوا ما في شي بالنبطية���	none	none
5046	مستخدم@ مستخدم@ قلبي معك الله يحميكِ ويحمي فريق ل mtv #بحبك❤❤	none	none
5047	مستخدم@ راية الحزب بي قلوبنا بيضل محفوظ .ومنحميها بي دمنا هي والعلم اللبنانية .	none	none
5048	"مستخدم@ عفوا"" حضرتك صحافية او صويحفية؟؟ �"	none	none
5049	مستخدم@ اف رحتك خارجه من الصوره روحي استحمي جاتك قرف بجحه https://t.co/Lo7DxiGTxf	misogyny	stereotyping & objectification
5050	مستخدم@ عادى خالص بالنسبه لكى ماانتى ماتستحى ومش غريبه عليكى وعرفتى انها قالت عليكى انى ريحتك وحشه ولسه برضوا منزله صورتها وفرحانه بيها .ده بقى يدل انك ذليله	misogyny	discredit
5051	مستخدم@ مستخدم@ مستخدم@ شوفيلي دخلك هيدا من القوات � https://t.co/WpBoVhwbFD	none	none
5052	 مستخدم@ بعض المديرات يبغالهم حرق كان المعلمة متزوجة زوجها تعاديها حسبي الله على بعض الحريم اللي ماسكة قيادة بصراحة افضل يكون القائد رجل	misogyny	dominance
5053	مستخدم@ ربنا يولع فيك بجاز وسخ مالك يا وجه البوم بامريكا	misogyny	damning
5054	مستخدم@ روقي روقي يا شخاخة تفه ع اصلك يا بلا اصل	misogyny	discredit
5055	مستخدم@ ست نوال انت أيقونة الثورة وأعظم الاعلاميين كلام من ذهب	none	none
5056	مستخدم@ حكى بدري! العما ما اكمخك! موتي يا مريضة �	misogyny	damning
5057	مستخدم@ لعنك الله يام رائحه العنز العجوز ،، من انتي يابنت الحرام تتكلمي عن الشيخ	misogyny	damning
5058	مستخدم@ يلا نزلي انخعك بوكس نفّسلك البوتوكس يلي بخلقتك	misogyny	threat of violence
5059	مستخدم@ مستخدم@ مستخدم@ فيني قلك انو الرئيس بشار الأسد ٨ سنين وكل أنظمة العالم ضده ما سقطوه وحده متلك… https://t.co/WUrQnP3pls	none	none
5060	مستخدم@ ريحتك معفنه ي راعية الماعز لكن مصلحة امريكاء تقتقضي ذالك 😂😂😂	misogyny	stereotyping & objectification
5061	مستخدم@ نورتي الدار اهلا وسهلا فيكي @ Dimasadek	none	none
5062	مستخدم@ تستحقين كل الإحترام انتي وزميلاتك	none	none
5063	مستخدم@ الذباب بيحط على الحاجات القذرة اللي زيك	misogyny	discredit
5064	مستخدم@ تعالي خلي نردوك محمله في كفن لعنه الله عليك حشرات	misogyny	threat of violence
5065	مستخدم@ العمى شو هل الوسخة	misogyny	discredit
5066	مستخدم@ أكيد ما دفعولك. وما في شي ببلاش. فينا نعرف شو قدمت مقابل آلمساحة بالواشنطن بوست؟	none	none
5067	مستخدم@ نشالله بيقبرك	misogyny	damning
5068	مستخدم@ الله يحميكي احلى و اشرف اعلامية	none	none
5069	عيب عليكي يا نانسي السبع	misogyny	discredit
5070	مستخدم@ عم تتمسخري على الرئيس يم نص لسان الأخلاق ما بتنشرى	misogyny	stereotyping & objectification
5071	مستخدم@ ديما خليكي بقوتك ، انت عم تعمل عمل جبار ، احلى شي فيكي انت متمسكة مبادئك ..	none	none
5072	مستخدم@ دخيل امك ما اهضمك	none	none
5073	ثورة و الدني خربانة و الطرقات مقطوعة و مواجهات بين الجيش و المتظاهرين أيمتى لّحقت نانسي السبع تشقر شعاراتها ؟ � #لبنان_ينتفض	none	none
5074	مستخدم@ ومن يدور ادانتك ع اساس انك الأمم المتحدة مصدقه نفسك ان رايك مسموع تفووو عليك	misogyny	discredit
5075	مستخدم@ وحده واطيه بلا شرف	misogyny	discredit
5076	مستخدم@ بلا ف شكلك. من جد وحده معفنه وثقيلة دم. شوفي اللثه عندك سوداء كيف . زي قلبك الخنز	misogyny	stereotyping & objectification
5077	مستخدم@ انا بدي اشكرها صرت ضحكان من كل قلبي شي ٣٠ مرة thanks to her:)	none	none
5078	مستخدم@ خليهن يقبروكي و يدعوسوكي صباتن اشرف من وجك	misogyny	threat of violence
5079	مستخدم@ مستخدم@ بحب قلك اول شي اعطيني جملة مفيده بعدين احكي وبعدين بتجي بتعلمي الدوله ع شغلها يا بتاع الثوغه انتي #تفو	misogyny	discredit
5080	مستخدم@ فيكي تسميهن اتباع بس غنم ايهاني لزملاءك بالوطن بعدن ممكن هل تسمية تنطبق عليكي وعلي محركك	none	none
5081	مستخدم@ يا بهيمه قال مش لح يسقط العهد فاقتضى التوضيح الحكومه متل اجرو	misogyny	discredit
5082	مستخدم@ مين شايفك يا جلجوءه	misogyny	discredit
5083	مستخدم@ الحرمه.ناقصه.عقل.وميراث......والرجل.يبقى.رجل.دين.وصمود.وتحدي.	misogyny	dominance
5084	مستخدم@ دمدوم يا ريت حضرتي ماتش برشلونة كنت غيرتي جو شوي بعد جو الثورة.	none	none
5085	مستخدم@ _بومة_العرب_والشرق_الأوسط أينما حلت يحل معها الخراب سود الله وجهك قبضتي كام ؟	misogyny	damning
5086	مستخدم@ مستخدم@ أنت عاهرة الثورة	misogyny	discredit
5087	مستخدم@ مستخدم@ شو قصدك علينا.مين ومين وأنت مع مين وعلى مين. ركز	none	none
5088	مستخدم@ ههههههههههههههههههههههههههههههههههههه مو بس نتنمر عليك حنا راح نشخلك شخل انتي واردوغان	none	none
5089	مستخدم@ فشر برقبتك انتي الساقطة	misogyny	discredit
5090	مستخدم@ كلام منطقي وصحيح السلطةبجميع اركانها عصابة حرمية يتقاسمون قالب. الحلوى سويا. يسعد. مساك جسيكا، لا ترحمى احدا.	none	none
5091	مستخدم@ منرجع منقلك بتنقبري بتقولي سماحة السيد	misogyny	discredit
5092	مستخدم@ لعن الله وجهك ومن يؤيدك ومن يحبك ومن على شاكلتك ياعاهرة	misogyny	damning
5093	مستخدم@ مش وقتك الحين ي بقرة، العفو من أولياء الدم اش باقي للرفاس	misogyny	discredit
5094	مستخدم@ تلحسي ما تضرسي	misogyny	discredit
5095	مستخدم@ مستخدم@ مستخدم@ مستخدم@ وأنتم فقط تعرفونها هههههه اْبواق الفساد	none	none
5096	مستخدم@ اتكلي على الله واشتغلي رقاصه احسن	misogyny	stereotyping & objectification
5097	مستخدم@ كيف وانتي حوثيه ياخبيثه بوجهك هذا اللي كنه غطاية قدر ضغط https://t.co/ieNcNUOGUS	misogyny	stereotyping & objectification
5098	مستخدم@ ديما يرضى عليكي خلينا نوقف عالهمروجة ونركز عالمطلب والهدف الاساس..روقوا شوي وفكروا	none	none
5099	مستخدم@ ملكة الحمامات دايمة	none	none
5100	مستخدم@ سدي حلقك. ما لقيت شي تحكيه	misogyny	discredit
5101	مستخدم@ تفه عليها من بين المراسلين عيب عنجد!	misogyny	discredit
5102	مستخدم@ جهزي حالك لتطلعي معهن بالباص الاخضر ! وخدي عا ثوره اد ما بدك 	misogyny	discredit
5103	مستخدم@ عصر البلطجة ما انتهى ☹	none	none
5104	مستخدم@ شكراً جويل لصدقك، شكراً قلتي يلّي جارحنا، شكراً حكيتي الحقيقة بعقر دارن...شكراً لإلتزامك... كل الحب ���	none	none
5105	مستخدم@ أحسنت قائدة الثوره اللهم ثورة تنقذ وطن	none	none
5106	مستخدم@ ونتقاسم شرف التنمر بواحده واطيه خاينه لبلادها وعروبتها مثلك في مصر ونشارك في أي فاعليه لتنظيف الفيس والعالم كله من نجاستك	misogyny	derailing
5107	مستخدم@ بشكر الله إلي جيلي ما كان واعي ع هيك فخامة.	none	none
5108	مستخدم@ لعنة الله عليك يا صهيونية على عقلية معفنه وواطيه	misogyny	damning
5109	مستخدم@ انزلي انتي عل رينغ..وﻻ بتخافي شي كف من شي شاب..	misogyny	threat of violence
5110	مستخدم@ انو انتي المعك مصاري، وانو انتي الكول وعم تقوليلنا انك موضوعية هيدا هدف التويت...	none	none
5111	مستخدم@ فرشتي اسنانك قبل تجلسين معهم عشان رائحة فمك تجذب الذبان ويخرب التصوير	misogyny	stereotyping & objectification
5112	مستخدم@ روحي نضبي يا ساقطة كنت عمتزقفي لسعد	misogyny	discredit
5113	مستخدم@ كل تضامن معك ❤	none	none
5114	 … https://t.co/icoHoqv5CI	misogyny	discredit
5115	مستخدم@ ابكي بترتاحي... مجربة	misogyny	stereotyping & objectification
5116	مستخدم@ سيده ديما انت إعلامية مثقفه وفهمانة ليش بس مشكلتك لونك لا فاتح ولا غامق ولا حتى محير ....حددي هدفك السيا… https://t.co/XNSR2fn9mE	none	none
5117	مستخدم@ عوي بترتاحي	misogyny	discredit
5118	مستخدم@ مستخدم@ بعدني قاطعة من هونيك وما في ولا انسان فلفيت الحمرا وڤردان فاضيين � ليه هلقد بتكذبوا....	none	none
5119	مستخدم@ بيشرفك دبرينا شغل مم شي سفاره ههههه	none	none
5120	مستخدم@ بلقيس اليمن الجديد ان شاء الله.. بالتوفيق ان شاء الله	none	none
5121	مستخدم@ ������صدقناك ما تحلفي	none	none
5122	مستخدم@ لو في دوله بتحترم حالها كنتي انت وأمثالك من صناع الفتن بمستشفى الأمراض العقلية او حبس روميه من زمان.	misogyny	discredit
5123	مستخدم@ ما ناوي تضبضبي يا سفيهة ما شفت كيف كان جنوب من زمان يا عمياء يا حاقدة يا خسيسة !!!!!	misogyny	discredit
5124	مستخدم@ بلا بخ سم ياواطية #إعلام_برسم_الإستثمار	misogyny	discredit
5125	مستخدم@ مستخدم@ #ديما_الحقيرة	misogyny	discredit
5126	مستخدم@ اعلامية ساقطة	misogyny	discredit
5127	مستخدم@ يا ريت يا نيقول	none	none
5128	مستخدم@ شو خصك بالنبطية يا عاهرة	misogyny	discredit
5129	مستخدم@ انتي قبيحة المنظر بشعة الشكل سيئة الخلق عاقة بوالديك ولم ولن تجدي رجل يقبل بك الا من الخرفان الذين يوجدون بتركيا او يزورونها مثل خرفان الكويت	misogyny	stereotyping & objectification
5130	مستخدم@ يمنى فواز سقطت مهنيتك و اصبحت من جماعة المضللين للشعب و يمكن متٱمرة مع جماعة الفساد . شوفيلك شي شغلة جديدة. خلص اعلام . انو عيب	misogyny	discredit
5131	مستخدم@ هو انتي إيه يا شيخة مش بتتهدي أبدا ، مصر حرقاكي آوي كده	misogyny	discredit
5132	مستخدم@ اخرسي السيسي سيدك ياانثى العنكبوت ياحمالة الحطب ياأنجس من الخنزير	misogyny	dominance
5133	مستخدم@ ان مسيرة هي لله لن تسقط فما كان لله ينمو	none	none
5134	مستخدم@ ايمتا بدك تصيري بنت عيلة وتبطلي تحكي متل ولاد الشوارع انتقدي بحضارية يا سفيهة	misogyny	discredit
5135	مستخدم@ لعنة الله عليش يا عميلة الصهاينة	misogyny	damning
5136	مستخدم@ بس تقولي نصرالله، طهّري تمك، وبتقولي سماحة السيد	none	none
5137	مستخدم@ ليه يا معزه كده خليكي في زريبتك و ملكيش دعوه بحد	misogyny	discredit
5138	مستخدم@ تكفي ارادتك الصلبة و ابتسامتك الجميلة تا حتى ترجعي تقومي يا رب	none	none
5139	مستخدم@ اي و الله انشالله بيقبرك ... �	misogyny	damning
5140	مستخدم@ كان في جيش احتلال وتم اخراجه مذلولا بدماء بسواعد ابناء الجنوب ليعود جيشنا البطل لينتشر على ارض الوطن .....فهمتي يا بقرة	misogyny	discredit
5141	مستخدم@ نورت طرابلس بامرأة حرة ❤️	none	none
5142	#كلنا_ديما_صادق حلوا عنا مستخدم@	none	none
5143	تقرير اكثر من رائع ... من الجنوب ، شكراًمستخدم@ وناطرين هيك تقرير عن صيدا وكل الجنوب. #لبنان_يتنفض مستخدم@ https://t.co/N0FnmiGVdz	none	none
5144	مستخدم@ مستخدم@ انت اكتر واحد لازم تتشكرو لهل انسان يا صديق ! اقلها رجع سوريا لاهلها بعد ما كانت رح تصير مقر لداعش واتباعو �	none	none
5145	مستخدم@ فشرتي حيوانة	misogyny	discredit
5146	مستخدم@ من تفوق الي آخر. القافلة تسير والكلاب تنبح	none	none
5147	مستخدم@ مستخدم@ روح حرر ارضك وتركنا بلبنان منعرف نحل أمورنا عنا مقاومة شريفة بس العترة عليكن	none	none
5148	مستخدم@ شغل نسوان و لا يقصد السيدات!!	misogyny	stereotyping & objectification
5149	"انا حقيقي حقيقي بكره الشغل مع الستات اغبيه وولاد وسخة مهملين وحاجه بنت شرموطه ""طبعا مش تعميم"""	misogyny	discredit
5150	مستخدم@ حتى اتت يا ام نص لسان روحي انضبي	misogyny	stereotyping & objectification
5151	مستخدم@ مستخدم@ كل التقدير لعمل كل الزملاء بالميدان و المواجهة مع الجهل والعمى السياسي و المذهبي . chapeau bas ��	none	none
5152	مستخدم@ الاعلاميه الحره الشريفه يسلم فمك ربنا معاكم ��	none	none
5153	مستخدم@ انتي كنتي مهذبة معو	none	none
5154	مستخدم@ وحده بلا اخلاق اكيد ما عندك بي لهيك ما بتعرفي تحترمي بي الكل. من الاخر انتي ماما واحد بابا كتير	misogyny	discredit
5155	مستخدم@ مستخدم@ ناقصنا امت يا مشاية تحكي هون هيدا الناقص	misogyny	dominance
5156	مستخدم@ ما تنسي أنك شرشوحة كمان يا حمالة الحطب والله ما تضلك تنبحي متل الكلبة مش رح يلكشك بصباتة ويجيب اسمك على تمه لو بتموتي ������	misogyny	discredit
5157	والحاجه الطبيعية انو البنت مكانها المطبخ وجنتها منزلها	misogyny	stereotyping & objectification
5158	مستخدم@ اعلى ما بخيلك اركبي وفيه مليون مش مية شخص بيرفعوا عليكي دعوة تهديد السلم الاهلي جربي يا مسترزقة	misogyny	discredit
5159	مستخدم@ اشكرك انا يمني افتخر فيكي يابنت اليمن لقد رفعتي اليمن عاليا	none	none
5160	مستخدم@ ومن فكر بك اصلاً .... كلكم مجرد عشرين مرتزق وامركم عند من يوجهكم .... اذا وطنك تركتيه وشعبك اهملتي قضيته ،،، كفى عبث .	none	none
5161	مستخدم@ روحي الله يسمّ بدنك ناقصو نهاري قرف أنا اليوم ..	misogyny	damning
5162	مستخدم@ اليمن ساقطه فاشله بسبب الحثالات امثالك ذهب ريح اليمن	misogyny	discredit
5163	مستخدم@ ديما الراقية	none	none
5164	مستخدم@ طوبه ف دماغك احنا مالنا باامريكا خالينا ف خالنا	misogyny	threat of violence
5165	مستخدم@ حبيبتي # مبارح جنيت وانا عم بحضرك الله يحميكي شكرا.	none	none
5166	مستخدم@ مستخدم@ نيكول. تم الاعتداء عالجيش بعدما تم توقيف عامر قريش... والجيش رد. انقذوا الجيش من مهاتراتكم. هذا ما يجب قوله.	none	none
5167	مستخدم@ كنتي اسالي القضاة لما تستضيفيهم عندك عالعشا	none	none
5168	مستخدم@ اعظم ثورات والا بقرات يا بقرة	misogyny	discredit
5169	مستخدم@ يبدو ان القات اللي وصلك من اليمن مضروب فرشي اسنانك اولا بعدها نتفاهم معاك...	misogyny	discredit
5170	مستخدم@ ياه دي كميه غباء وجهل محصلش قبل كده	misogyny	discredit
5171	مستخدم@ صح النوم. وينك يا عمي يتختفي وفجأة بترجعي بمواقف مشينة؟	none	none
5172	مستخدم@ مستخدم@ انتي انسانة عايشة ع الغرور وحب الذات وانا بفهمك بس شفت انجي تذكرتك فيكي تعملي كلشي برافو خالف تعرف	none	none
